query,id,nombre,fecha_lanzamiento,rating,rating_count,generos,plataformas,cover_url,fecha_extraccion
mario,2707,Mario & Sonic at the Olympic Winter Games,1255392000.0,68.87515516596031,32.0,Sport,Wii,//images.igdb.com/igdb/image/upload/t_thumb/co1wvr.jpg,2026-02-19T08:21:23.165416
mario,84920,Super Mario All-Stars: Limited Edition,1287619200.0,75.0,3.0,"Platform, Arcade",Wii,//images.igdb.com/igdb/image/upload/t_thumb/co2vvc.jpg,2026-02-19T08:21:23.165431
mario,132109,Mario & Sonic at the Olympic Winter Games,1255392000.0,79.81660336080003,9.0,Sport,Nintendo DS,//images.igdb.com/igdb/image/upload/t_thumb/co22wg.jpg,2026-02-19T08:21:23.165444
mario,116795,Mario & Sonic at the Olympic Games Tokyo 2020,1572566400.0,72.02207351506632,16.0,Sport,Nintendo Switch,//images.igdb.com/igdb/image/upload/t_thumb/co22wl.jpg,2026-02-19T08:21:23.165456
mario,241003,Super Mario Advance 4: Super Mario Bros. 3-e - Para Beetle Challenge,1072828800.0,,,Platform,e-Reader / Card-e Reader,,2026-02-19T08:21:23.165470
mario,338478,Mario Kart Tour: Holiday Tour,1576627200.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/co9mj5.jpg,2026-02-19T08:21:23.165484
mario,338620,Mario Kart Tour: Hammer Bro Tour,1585094400.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/coabfj.jpg,2026-02-19T08:21:23.165497
mario,338619,Mario Kart Tour: Baby Rosalina Tour,1583798400.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/coabbh.jpg,2026-02-19T08:21:23.165510
mario,172201,Mario Bros.,431913600.0,54.21738703586784,43.0,"Platform, Arcade","Arcade, Nintendo 3DS, Wii, Family Computer, Wii U, Nintendo Entertainment System",//images.igdb.com/igdb/image/upload/t_thumb/co42ph.jpg,2026-02-19T08:21:23.165526
mario,132110,Mario & Sonic at the London 2012 Olympic Games,1328745600.0,58.74200426439232,5.0,Sport,Nintendo 3DS,//images.igdb.com/igdb/image/upload/t_thumb/co22wi.jpg,2026-02-19T08:21:23.165539
mario,2708,Mario & Sonic at the London 2012 Olympic Games,1321315200.0,67.08164295828091,32.0,Sport,Wii,//images.igdb.com/igdb/image/upload/t_thumb/co1zye.jpg,2026-02-19T08:21:23.165550
mario,3990,Mario & Sonic at the Sochi 2014 Olympic Winter Games,1383868800.0,65.02169505270678,13.0,Sport,Wii U,//images.igdb.com/igdb/image/upload/t_thumb/co1ww7.jpg,2026-02-19T08:21:23.165561
mario,222095,Super Mario Bros.,742608000.0,90.51356569289929,81.0,Platform,"Super Nintendo Entertainment System, Super Famicom",//images.igdb.com/igdb/image/upload/t_thumb/co5k7b.jpg,2026-02-19T08:21:23.165574
mario,132654,Kaizo Mario World,1199059200.0,,,Platform,Super Nintendo Entertainment System,//images.igdb.com/igdb/image/upload/t_thumb/co2mqu.jpg,2026-02-19T08:21:23.165585
mario,338473,Mario Kart Tour: Tokyo Tour,1570579200.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/co9mjd.jpg,2026-02-19T08:21:23.165597
mario,338475,Mario Kart Tour: Paris Tour,1572998400.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/co9mj7.jpg,2026-02-19T08:21:23.165608
mario,1078,Super Mario Galaxy 2,1274572800.0,89.22916101675087,885.0,"Platform, Adventure","Wii, Wii U",//images.igdb.com/igdb/image/upload/t_thumb/co21tl.jpg,2026-02-19T08:21:23.165621
mario,11195,Mario & Luigi: Paper Jam,1449100800.0,64.96722039114783,23.0,"Role-playing (RPG), Adventure",Nintendo 3DS,//images.igdb.com/igdb/image/upload/t_thumb/co4ahr.jpg,2026-02-19T08:21:23.165633
mario,338477,Mario Kart Tour: London Tour,1575417600.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/co9mj9.jpg,2026-02-19T08:21:23.165645
mario,338476,Mario Kart Tour: Winter Tour,1574208000.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/co9mj8.jpg,2026-02-19T08:21:23.165657
mario,254339,Super Mario Bros. Wonder,1697760000.0,87.42733208250966,196.0,Platform,Nintendo Switch,//images.igdb.com/igdb/image/upload/t_thumb/co6nnl.jpg,2026-02-19T08:21:23.165668
mario,338472,Mario Kart Tour: New York Tour,1569369600.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/co9mje.jpg,2026-02-19T08:21:23.165679
mario,338474,Mario Kart Tour: Halloween Tour,1571788800.0,,,Racing,"Android, iOS",//images.igdb.com/igdb/image/upload/t_thumb/co9mj6.jpg,2026-02-19T08:21:23.165691
mario,212845,NSMB: Mario vs. Luigi Online,1751846400.0,,,"Platform, Arcade","Web browser, Linux, PC (Microsoft Windows), Mac",//images.igdb.com/igdb/image/upload/t_thumb/co6td1.jpg,2026-02-19T08:21:23.165704
mario,3364,Mario & Luigi: Partners in Time,1133136000.0,79.47400018479651,121.0,"Puzzle, Role-playing (RPG), Adventure","Wii U, Nintendo DS",//images.igdb.com/igdb/image/upload/t_thumb/coba41.jpg,2026-02-19T08:21:23.165718
mario,132108,Mario & Sonic at the Olympic Games,1200528000.0,63.76172846197771,16.0,Sport,Nintendo DS,//images.igdb.com/igdb/image/upload/t_thumb/co22wf.jpg,2026-02-19T08:21:23.165811
mario,2706,Mario & Sonic at the Olympic Games,1194307200.0,63.75604549638616,63.0,Sport,Wii,//images.igdb.com/igdb/image/upload/t_thumb/co1wvp.jpg,2026-02-19T08:21:23.165840
mario,3349,Paper Mario: The Thousand-Year Door,1090454400.0,92.17314870094046,521.0,"Role-playing (RPG), Adventure",Nintendo GameCube,//images.igdb.com/igdb/image/upload/t_thumb/co25us.jpg,2026-02-19T08:21:23.165853
mario,132111,Mario & Sonic at the Rio 2016 Olympic Games,1455753600.0,,,Sport,Nintendo 3DS,//images.igdb.com/igdb/image/upload/t_thumb/co22wj.jpg,2026-02-19T08:21:23.165865
mario,11258,Mario & Sonic at the Rio 2016 Olympic Games,1466640000.0,64.03663311259335,13.0,Sport,Wii U,//images.igdb.com/igdb/image/upload/t_thumb/co20e7.jpg,2026-02-19T08:21:23.165876
mario,37151,Mario & Luigi: Superstar Saga + Bowser's Minions,1507161600.0,77.0568887130697,18.0,"Platform, Role-playing (RPG), Adventure",Nintendo 3DS,//images.igdb.com/igdb/image/upload/t_thumb/co22a7.jpg,2026-02-19T08:21:23.165888
mario,132862,Brutal Mario,1230681600.0,,,Platform,Super Nintendo Entertainment System,//images.igdb.com/igdb/image/upload/t_thumb/co5toc.jpg,2026-02-19T08:21:23.165899
mario,2342,Mario Kart 64,850521600.0,82.33888534831951,586.0,"Racing, Arcade","Wii, Nintendo 64, Wii U",//images.igdb.com/igdb/image/upload/t_thumb/co67hm.jpg,2026-02-19T08:21:23.165913
mario,16617,Super Mario World: Super Mario Advance 2,1008288000.0,87.93160641752141,73.0,"Platform, Adventure","Wii U, Game Boy Advance",//images.igdb.com/igdb/image/upload/t_thumb/co6nhk.jpg,2026-02-19T08:21:23.165926
mario,170021,Super Mario Advance 4: Super Mario Bros. 3,1451347200.0,,,"Platform, Adventure",Wii U,//images.igdb.com/igdb/image/upload/t_thumb/co3tpt.jpg,2026-02-19T08:21:23.165938
mario,3988,Mario Hoops 3-on-3,1153958400.0,62.92273295613064,33.0,Sport,"Wii U, Nintendo DS",//images.igdb.com/igdb/image/upload/t_thumb/co2206.jpg,2026-02-19T08:21:23.165950
mario,230281,Super Mario World: Mario to Yoshi no Bouken Land,694137600.0,,,Quiz/Trivia,Terebikko / See 'n Say Video Phone,//images.igdb.com/igdb/image/upload/t_thumb/co826d.jpg,2026-02-19T08:21:23.165960
mario,241011,Super Mario Advance 4: Super Mario Bros. 3-e - Slip Slidin' Away,1104451200.0,,,Platform,e-Reader / Card-e Reader,//images.igdb.com/igdb/image/upload/t_thumb/cob5g4.jpg,2026-02-19T08:21:23.166211
mario,241004,Super Mario Advance 4: Super Mario Bros. 3-e - A Musical Trek,1104451200.0,,,Platform,e-Reader / Card-e Reader,//images.igdb.com/igdb/image/upload/t_thumb/cob5fy.jpg,2026-02-19T08:21:23.166248
mario,241005,Super Mario Advance 4: Super Mario Bros. 3-e - Armored Airship,1104451200.0,,,Platform,e-Reader / Card-e Reader,//images.igdb.com/igdb/image/upload/t_thumb/cob5fz.jpg,2026-02-19T08:21:23.166272
mario,240997,Super Mario Advance 4: Super Mario Bros. 3-e - Doors o' Plenty,1072828800.0,,,Platform,e-Reader / Card-e Reader,,2026-02-19T08:21:23.166295
mario,240995,Super Mario Advance 4: Super Mario Bros. 3-e - Slidin' the Slopes,1072828800.0,,,Platform,e-Reader / Card-e Reader,,2026-02-19T08:21:23.166320
mario,240996,Super Mario Advance 4: Super Mario Bros. 3-e - Vegetable Volley,1072828800.0,,,Platform,e-Reader / Card-e Reader,,2026-02-19T08:21:23.166343
mario,241025,Super Mario Advance 4: Super Mario Bros. 3-e - Airship's Revenge,1072828800.0,,,Platform,e-Reader / Card-e Reader,//images.igdb.com/igdb/image/upload/t_thumb/co68uc.jpg,2026-02-19T08:21:23.166368
mario,240999,Super Mario Advance 4: Super Mario Bros. 3-e - Magical Note Blocks,1072828800.0,,,Platform,e-Reader / Card-e Reader,,2026-02-19T08:21:23.166402
mario,240998,Super Mario Advance 4: Super Mario Bros. 3-e - Bombarded by Bob-ombs,1072828800.0,,,Platform,e-Reader / Card-e Reader,,2026-02-19T08:21:23.166428
mario,241026,Super Mario Advance 4: Super Mario Bros. 3-e - No Time to Dawdle,1072828800.0,,,Platform,e-Reader / Card-e Reader,//images.igdb.com/igdb/image/upload/t_thumb/co826k.jpg,2026-02-19T08:21:23.166441
mario,241002,Super Mario Advance 4: Super Mario Bros. 3-e - Swinging Bars of Doom,1072828800.0,,,Platform,e-Reader / Card-e Reader,,2026-02-19T08:21:23.166452
mario,240994,Super Mario Advance 4: Super Mario Bros. 3-e - Wild Ride in the Sky,1072828800.0,,,Platform,e-Reader / Card-e Reader,//images.igdb.com/igdb/image/upload/t_thumb/co81o7.jpg,2026-02-19T08:21:23.166464
